student_name,register_number,department,cgpa,tenth_percentage,twelfth_percentage,aptitude_score,coding_score,communication_skill,internship,certifications,projects_completed,backlogs,placed
Student_1039,REG20261039,Computer Science and Engineering,8.74,83.36,77.71,64,86.0,Good,Yes,1,2,0,1
Student_1040,REG20261040,Information Technology,8.81,79.85,75.09,72,62.0,Excellent,Yes,0,3,0,1
Student_1041,REG20261041,Electronics and Communication Engineering,8.33,92.24,59.59,40,89.0,Excellent,No,2,3,1,0
Student_1042,REG20261042,Civil Engineering,8.79,67.45,82.93,90,91.0,Excellent,No,1,4,2,0
Student_1043,REG20261043,Information Technology,9.14,75.11,92.32,45,50.0,Good,No,1,2,0,0
Student_1044,REG20261044,Electrical and Electronics Engineering,8.14,81.63,90.61,57,58.0,Excellent,No,0,3,0,0
Student_1045,REG20261045,Artificial Intelligence and Data Science,5.88,72.68,81.92,49,75.0,Poor,Yes,0,2,0,0
Student_1046,REG20261046,Electrical and Electronics Engineering,7.6,73.38,58.24,67,81.0,Average,No,3,3,3,0
Student_1047,REG20261047,Computer Science and Engineering,,69.2,59.83,50,65.0,Good,No,1,0,0,0
Student_1048,REG20261048,Computer Science and Engineering,7.25,79.26,57.12,72,64.0,Good,Yes,0,4,0,1
Student_1049,REG20261049,Artificial Intelligence and Data Science,7.25,91.57,66.07,40,52.0,Good,No,1,1,0,0
Student_1050,REG20261050,Computer Science and Engineering,5.78,63.67,60.83,52,78.0,Good,No,3,2,0,0
Student_1051,REG20261051,Artificial Intelligence and Data Science,7.0,95.18,66.18,76,61.0,Average,Yes,0,0,0,0
Student_1052,REG20261052,Electronics and Communication Engineering,5.98,84.63,71.56,59,60.0,Average,Yes,1,1,0,0
Student_1053,REG20261053,Artificial Intelligence and Data Science,8.98,90.4,95.55,40,94.0,Good,No,3,1,2,0
Student_1054,REG20261054,Civil Engineering,9.58,78.92,81.25,91,52.0,Average,No,0,1,1,0
Student_1055,REG20261055,Other,5.81,88.52,90.9,42,90.0,Average,No,1,0,0,0
Student_1056,REG20261056,Information Technology,9.61,55.7,85.55,57,65.0,Average,No,1,2,4,0
Student_1057,REG20261057,Civil Engineering,7.75,90.19,59.84,80,93.0,Average,No,1,0,0,0
Student_1058,REG20261058,Electronics and Communication Engineering,6.79,56.73,86.64,53,36.0,Good,Yes,0,1,0,0
Student_1059,REG20261059,Electronics and Communication Engineering,5.83,93.27,66.83,70,73.0,Average,No,0,0,0,0
Student_1060,REG20261060,Electrical and Electronics Engineering,7.65,97.65,82.48,66,95.0,Good,No,1,2,0,1
Student_1061,REG20261061,Artificial Intelligence and Data Science,8.92,67.64,69.66,56,97.0,Poor,No,0,1,1,0
Student_1062,REG20261062,Other,8.54,64.04,97.9,94,52.0,Good,No,1,1,0,1
Student_1063,REG20261063,Civil Engineering,5.72,87.91,66.33,85,51.0,Average,No,0,1,0,0
Student_1064,REG20261064,Electronics and Communication Engineering,5.81,65.88,67.0,68,73.0,Good,Yes,0,2,1,0
Student_1065,REG20261065,Electronics and Communication Engineering,7.23,92.22,95.02,75,88.0,Good,No,4,0,0,1
Student_1066,REG20261066,Mechanical Engineering,6.77,59.42,56.06,76,69.0,Average,No,1,0,1,0
Student_1067,REG20261067,Computer Science and Engineering,6.5,60.42,84.96,65,45.0,Excellent,Yes,4,1,1,0
Student_1068,REG20261068,Computer Science and Engineering,6.71,97.1,86.19,92,95.0,Good,No,0,4,0,1
Student_1069,REG20261069,Information Technology,8.95,83.98,90.96,56,78.0,Average,Yes,1,1,2,0
Student_1070,REG20261070,Information Technology,9.5,91.42,96.9,61,59.0,Average,No,0,2,0,1
Student_1071,REG20261071,Information Technology,7.24,68.95,96.95,100,82.0,Excellent,No,2,1,0,1
Student_1072,REG20261072,Computer Science and Engineering,9.4,84.09,57.81,64,66.0,Good,Yes,2,1,0,1
Student_1073,REG20261073,Computer Science and Engineering,6.88,80.55,90.34,41,38.0,Average,,0,0,0,0
Student_1074,REG20261074,Computer Science and Engineering,7.55,80.94,82.79,94,72.0,Average,No,3,0,3,0
Student_1075,REG20261075,Other,6.47,84.35,82.84,61,97.0,Good,No,0,1,0,0
Student_1076,REG20261076,Electronics and Communication Engineering,,79.74,60.52,44,81.0,Good,Yes,1,1,0,0
Student_1077,REG20261077,Information Technology,9.71,73.45,82.96,43,35.0,Good,Yes,4,0,2,0
Student_1078,REG20261078,Mechanical Engineering,8.1,66.86,97.25,75,37.0,Average,No,2,2,0,0
Student_1079,REG20261079,Computer Science and Engineering,7.04,88.05,94.21,45,96.0,Good,Yes,3,5,0,1
Student_1080,REG20261080,Artificial Intelligence and Data Science,8.29,64.73,73.88,91,98.0,Average,No,0,1,0,1
Student_1081,REG20261081,Civil Engineering,6.03,84.77,56.72,60,51.0,Average,No,0,2,1,0
Student_1082,REG20261082,Computer Science and Engineering,9.32,65.03,70.58,52,96.0,Good,No,0,4,0,1
Student_1083,REG20261083,Electronics and Communication Engineering,7.66,81.89,90.53,93,69.0,Excellent,No,1,3,0,1
Student_1084,REG20261084,Artificial Intelligence and Data Science,7.43,87.12,85.16,76,47.0,Average,No,2,1,0,0
Student_1085,REG20261085,Artificial Intelligence and Data Science,8.02,64.4,74.75,94,69.0,Good,No,0,2,0,0
Student_1086,REG20261086,Electronics and Communication Engineering,8.19,57.58,57.37,64,77.0,Good,,1,0,1,0
Student_1087,REG20261087,Electrical and Electronics Engineering,5.81,60.63,73.36,65,36.0,Good,No,0,1,0,0
Student_1088,REG20261088,Computer Science and Engineering,8.44,81.06,75.17,94,90.0,Good,No,0,1,0,1
Student_1089,REG20261089,Other,6.54,91.53,94.93,78,85.0,Good,Yes,1,0,0,1
Student_1090,REG20261090,Computer Science and Engineering,8.57,56.93,82.57,59,88.0,Poor,Yes,1,1,1,0
Student_1091,REG20261091,Artificial Intelligence and Data Science,9.04,86.57,68.4,72,50.0,Excellent,No,2,0,1,0
Student_1092,REG20261092,Electrical and Electronics Engineering,8.96,69.68,77.59,53,52.0,Good,No,0,2,0,0
Student_1093,REG20261093,Electrical and Electronics Engineering,7.88,75.58,57.84,95,,Excellent,No,2,1,0,0
Student_1094,REG20261094,Electronics and Communication Engineering,7.74,94.94,96.82,75,79.0,Good,No,0,1,0,1
Student_1095,REG20261095,Computer Science and Engineering,6.11,69.27,70.48,56,70.0,Excellent,Yes,0,0,0,0
Student_1096,REG20261096,Computer Science and Engineering,8.83,75.01,75.55,60,75.0,Average,No,1,0,0,1
Student_1097,REG20261097,Computer Science and Engineering,6.67,55.59,70.28,85,76.0,Average,No,2,2,0,0
Student_1098,REG20261098,Computer Science and Engineering,7.64,58.51,84.35,55,41.0,Excellent,No,0,4,0,0
Student_1099,REG20261099,Civil Engineering,6.72,66.12,83.48,85,49.0,Average,No,0,0,2,0
Student_1100,REG20261100,Information Technology,6.08,56.2,85.76,55,94.0,Poor,Yes,1,1,0,0
Student_1101,REG20261101,Computer Science and Engineering,8.21,82.15,66.53,95,74.0,Good,No,0,3,1,1
Student_1102,REG20261102,Other,5.73,73.34,68.57,59,71.0,Good,No,2,0,0,0
Student_1103,REG20261103,Artificial Intelligence and Data Science,8.72,78.57,60.39,68,100.0,Average,Yes,2,3,2,0
Student_1104,REG20261104,Artificial Intelligence and Data Science,6.87,62.51,83.19,67,89.0,Excellent,No,0,1,0,0
Student_1105,REG20261105,Other,5.5,67.73,56.71,47,90.0,Good,No,1,1,0,0
Student_1106,REG20261106,Computer Science and Engineering,7.7,83.54,80.7,63,,Good,No,2,1,2,0
Student_1107,REG20261107,Information Technology,5.7,96.51,92.4,42,91.0,Good,No,0,1,0,0
Student_1108,REG20261108,Civil Engineering,6.69,57.17,93.31,64,40.0,Average,Yes,1,1,0,0
Student_1109,REG20261109,Mechanical Engineering,8.54,93.29,74.31,58,66.0,Average,No,0,3,0,1
Student_1110,REG20261110,Computer Science and Engineering,5.77,79.81,74.75,72,52.0,Average,Yes,1,2,1,0
Student_1111,REG20261111,Civil Engineering,9.11,79.25,58.31,41,,Good,No,0,2,0,0
Student_1112,REG20261112,Computer Science and Engineering,5.52,76.51,83.84,54,42.0,Good,Yes,2,2,1,0
Student_1113,REG20261113,Computer Science and Engineering,6.56,57.98,90.31,61,98.0,Good,No,0,1,0,1
Student_1114,REG20261114,Electronics and Communication Engineering,8.69,58.86,65.52,99,41.0,Good,No,0,2,0,1
Student_1115,REG20261115,Electrical and Electronics Engineering,6.86,80.84,73.12,49,75.0,Good,No,2,1,0,0
Student_1116,REG20261116,Electrical and Electronics Engineering,5.94,69.66,91.07,57,74.0,Good,Yes,0,2,0,0
Student_1117,REG20261117,Computer Science and Engineering,7.05,94.44,92.72,61,37.0,Average,No,0,1,0,0
Student_1118,REG20261118,Artificial Intelligence and Data Science,6.66,72.48,65.46,85,51.0,Poor,No,0,2,0,0
Student_1119,REG20261119,Information Technology,9.12,61.16,78.67,88,100.0,Excellent,Yes,0,3,0,1
Student_1120,REG20261120,Computer Science and Engineering,6.85,85.73,63.28,66,,Poor,No,3,1,0,0
Student_1121,REG20261121,Artificial Intelligence and Data Science,8.89,67.61,59.38,52,56.0,Average,No,2,0,0,0
Student_1122,REG20261122,Other,9.34,77.6,94.18,72,38.0,Good,No,0,1,1,0
Student_1123,REG20261123,Artificial Intelligence and Data Science,7.37,85.01,90.28,44,40.0,Average,No,1,1,1,0
Student_1124,REG20261124,Civil Engineering,9.41,93.71,87.68,65,72.0,Excellent,Yes,1,2,1,1
Student_1125,REG20261125,Mechanical Engineering,7.12,89.06,57.1,52,60.0,Average,No,3,4,0,0
Student_1126,REG20261126,Electrical and Electronics Engineering,9.65,84.08,91.28,66,45.0,Poor,No,0,1,2,0
Student_1127,REG20261127,Computer Science and Engineering,5.88,84.22,73.84,96,51.0,Average,Yes,1,1,0,0
Student_1128,REG20261128,Electronics and Communication Engineering,8.45,95.67,69.72,53,65.0,Good,No,1,2,0,1
Student_1129,REG20261129,Information Technology,7.62,67.72,78.5,63,69.0,Average,No,1,0,1,0
Student_1130,REG20261130,Information Technology,7.17,55.05,58.93,42,50.0,Good,No,1,1,2,0
Student_1131,REG20261131,Mechanical Engineering,8.22,66.69,87.54,86,52.0,Excellent,No,0,3,0,0
Student_1132,REG20261132,Electronics and Communication Engineering,8.53,64.37,80.04,90,96.0,Excellent,Yes,2,2,0,1
Student_1133,REG20261133,Computer Science and Engineering,5.52,83.46,63.02,88,61.0,Average,Yes,1,0,0,0
Student_1134,REG20261134,Computer Science and Engineering,6.22,82.25,63.09,69,69.0,Good,No,3,1,0,0
Student_1135,REG20261135,Mechanical Engineering,8.57,80.52,62.92,74,79.0,Good,Yes,0,2,2,0
Student_1136,REG20261136,Computer Science and Engineering,8.37,55.7,57.45,87,69.0,Excellent,No,1,2,0,1
Student_1137,REG20261137,Artificial Intelligence and Data Science,9.65,86.34,80.28,53,62.0,Excellent,Yes,3,3,1,0
Student_1138,REG20261138,Electronics and Communication Engineering,8.77,68.91,91.13,51,43.0,Average,No,1,1,0,0
Student_1139,REG20261139,Electronics and Communication Engineering,9.59,83.6,55.75,67,49.0,Good,No,2,3,1,0
Student_1140,REG20261140,Electrical and Electronics Engineering,8.52,78.93,57.11,83,55.0,Average,No,2,2,2,0
Student_1141,REG20261141,Civil Engineering,6.78,69.74,79.63,68,86.0,Poor,Yes,0,2,0,0
Student_1142,REG20261142,Information Technology,,60.79,90.24,82,69.0,Poor,Yes,1,2,0,0
Student_1143,REG20261143,Mechanical Engineering,8.86,59.06,69.05,56,85.0,Good,Yes,0,0,1,0
Student_1144,REG20261144,Electrical and Electronics Engineering,8.27,90.76,70.03,79,89.0,Good,Yes,1,4,0,1
Student_1145,REG20261145,Information Technology,5.71,94.49,80.64,88,78.0,Poor,No,0,0,0,0
Student_1146,REG20261146,Artificial Intelligence and Data Science,7.05,82.94,66.79,60,99.0,Good,No,1,1,0,1
Student_1147,REG20261147,Civil Engineering,9.61,59.45,56.14,96,59.0,,No,1,2,0,1
Student_1148,REG20261148,Mechanical Engineering,7.65,72.29,86.61,62,81.0,Good,No,1,2,1,0
Student_1149,REG20261149,Artificial Intelligence and Data Science,7.36,86.34,81.9,59,90.0,Average,No,0,3,0,1
Student_1150,REG20261150,Artificial Intelligence and Data Science,7.47,88.53,79.97,50,72.0,Average,No,5,1,2,0
Student_1151,REG20261151,Mechanical Engineering,6.4,60.08,86.89,96,45.0,Average,No,0,1,0,0
Student_1152,REG20261152,Artificial Intelligence and Data Science,7.09,55.0,84.03,96,49.0,Average,No,0,3,1,0
Student_1153,REG20261153,Mechanical Engineering,,85.62,63.85,73,35.0,Good,No,0,0,0,0
Student_1154,REG20261154,Mechanical Engineering,5.73,70.33,70.16,49,41.0,Average,No,4,3,0,0
Student_1155,REG20261155,Electrical and Electronics Engineering,8.8,65.94,60.42,49,35.0,Good,Yes,4,1,0,0
Student_1156,REG20261156,Civil Engineering,7.29,55.55,60.58,82,83.0,Average,Yes,1,3,1,0
Student_1157,REG20261157,Computer Science and Engineering,9.04,78.23,84.08,99,63.0,Good,No,2,0,0,1
Student_1158,REG20261158,Artificial Intelligence and Data Science,9.16,91.6,91.92,45,,Good,Yes,0,2,2,0
Student_1159,REG20261159,Artificial Intelligence and Data Science,6.41,96.18,96.4,75,79.0,Average,No,4,3,0,0
Student_1160,REG20261160,Computer Science and Engineering,8.33,79.33,82.02,63,46.0,Good,No,0,1,0,0
Student_1161,REG20261161,Civil Engineering,7.53,77.12,62.92,51,66.0,Poor,Yes,0,2,1,0
Student_1162,REG20261162,Computer Science and Engineering,9.28,58.66,59.54,82,54.0,Good,Yes,0,2,0,1
Student_1163,REG20261163,Information Technology,6.43,78.6,89.95,94,85.0,Average,No,1,2,0,0
Student_1164,REG20261164,Mechanical Engineering,8.41,71.34,79.89,62,70.0,Good,No,2,3,0,1
Student_1165,REG20261165,Computer Science and Engineering,8.11,81.11,81.59,66,35.0,Good,Yes,0,1,0,1
Student_1166,REG20261166,Civil Engineering,6.77,71.72,88.6,97,61.0,Excellent,No,4,0,0,0
Student_1167,REG20261167,Artificial Intelligence and Data Science,6.09,65.33,85.24,96,74.0,Good,No,1,0,0,0
Student_1168,REG20261168,Electronics and Communication Engineering,,59.08,90.88,84,48.0,Good,No,0,1,0,0
Student_1169,REG20261169,Computer Science and Engineering,8.68,68.54,57.42,76,40.0,Average,Yes,1,0,1,0
Student_1170,REG20261170,Information Technology,,59.16,87.14,45,67.0,Excellent,No,1,2,2,0
Student_1171,REG20261171,Electrical and Electronics Engineering,8.27,62.61,91.59,40,89.0,Good,,2,0,0,1
Student_1172,REG20261172,Other,7.2,97.46,67.3,45,53.0,Average,No,1,0,0,0
Student_1173,REG20261173,Electrical and Electronics Engineering,8.57,74.1,82.54,89,63.0,Good,No,1,0,0,1
Student_1174,REG20261174,Information Technology,6.36,77.87,68.51,61,95.0,Average,No,0,3,1,0
Student_1175,REG20261175,Electrical and Electronics Engineering,9.33,92.57,96.19,80,58.0,Good,No,1,2,0,1
Student_1176,REG20261176,Electronics and Communication Engineering,6.74,97.81,56.44,63,57.0,Good,No,4,1,0,0
Student_1177,REG20261177,Civil Engineering,7.08,80.06,79.93,64,44.0,,No,0,3,3,0
Student_1178,REG20261178,Computer Science and Engineering,5.75,89.94,62.16,100,88.0,Good,Yes,2,0,0,1
Student_1179,REG20261179,Civil Engineering,5.98,69.06,85.63,54,75.0,Average,No,1,4,1,0
Student_1180,REG20261180,Electronics and Communication Engineering,7.72,68.15,62.56,65,83.0,Average,,0,2,0,0
Student_1181,REG20261181,Other,6.65,72.32,65.12,47,51.0,Average,Yes,3,0,0,0
Student_1182,REG20261182,Information Technology,9.09,83.92,76.26,90,,Good,No,1,2,1,1
Student_1183,REG20261183,Electrical and Electronics Engineering,5.56,84.33,94.34,63,79.0,Average,Yes,0,2,0,0
Student_1184,REG20261184,Artificial Intelligence and Data Science,7.13,68.56,64.1,87,64.0,Poor,Yes,0,1,1,0
Student_1185,REG20261185,Computer Science and Engineering,6.95,60.73,61.2,77,78.0,Good,Yes,0,3,0,1
Student_1186,REG20261186,Artificial Intelligence and Data Science,5.58,82.19,87.64,100,89.0,Average,No,2,0,1,0
Student_1187,REG20261187,Mechanical Engineering,6.03,60.52,76.53,45,53.0,Average,No,1,1,0,0
Student_1188,REG20261188,Computer Science and Engineering,7.28,79.88,94.21,93,63.0,Average,No,3,0,0,1
Student_1189,REG20261189,Information Technology,7.62,84.82,61.3,74,36.0,Average,No,0,1,0,0
Student_1190,REG20261190,Mechanical Engineering,7.24,85.13,82.77,81,70.0,Good,No,0,1,0,1
Student_1191,REG20261191,Computer Science and Engineering,7.78,87.4,65.01,40,53.0,Poor,No,0,3,0,0
Student_1192,REG20261192,Electrical and Electronics Engineering,8.06,92.53,61.74,99,41.0,Excellent,Yes,1,0,0,0
Student_1193,REG20261193,Information Technology,5.54,76.5,84.39,85,60.0,Good,No,5,1,0,0
Student_1194,REG20261194,Electrical and Electronics Engineering,7.5,86.4,80.53,75,72.0,Average,Yes,1,1,0,1
Student_1195,REG20261195,Computer Science and Engineering,9.64,81.62,87.46,97,37.0,Average,No,0,3,0,1
Student_1196,REG20261196,Artificial Intelligence and Data Science,,63.03,68.31,51,100.0,Average,Yes,2,5,0,1
Student_1197,REG20261197,Other,8.41,56.1,74.26,77,77.0,Good,No,2,2,0,1
Student_1198,REG20261198,Other,6.84,67.24,72.44,50,96.0,Average,Yes,0,4,3,0
Student_1199,REG20261199,Mechanical Engineering,8.83,74.05,97.32,51,58.0,Average,Yes,2,2,0,1
Student_1200,REG20261200,Computer Science and Engineering,8.82,81.54,67.57,81,73.0,Excellent,No,0,4,0,1
Student_1201,REG20261201,Civil Engineering,7.74,91.55,67.68,89,78.0,Average,,0,2,0,0
Student_1202,REG20261202,Computer Science and Engineering,9.7,63.44,70.25,78,39.0,Average,No,0,0,1,0
Student_1203,REG20261203,Computer Science and Engineering,6.04,60.4,79.28,46,89.0,Excellent,No,1,1,0,0
Student_1204,REG20261204,Information Technology,5.57,96.43,65.85,50,64.0,Good,No,1,2,0,0
Student_1205,REG20261205,Electronics and Communication Engineering,8.81,59.65,94.36,75,63.0,Average,No,0,1,0,1
Student_1206,REG20261206,Civil Engineering,8.97,75.58,66.42,91,60.0,Good,No,0,1,0,1
Student_1207,REG20261207,Mechanical Engineering,6.02,80.18,93.52,70,60.0,Poor,No,2,2,1,0
Student_1208,REG20261208,Electronics and Communication Engineering,6.64,78.28,59.45,72,71.0,Good,No,5,3,0,0
Student_1209,REG20261209,Information Technology,5.58,58.7,83.23,52,87.0,Good,No,2,0,0,0
Student_1210,REG20261210,Other,6.76,57.45,94.0,57,64.0,Good,No,0,2,1,0
Student_1211,REG20261211,Electronics and Communication Engineering,8.82,59.54,62.26,80,37.0,Excellent,Yes,0,2,0,0
Student_1212,REG20261212,Electronics and Communication Engineering,7.73,80.18,96.64,97,,Excellent,Yes,0,4,2,0
Student_1213,REG20261213,Computer Science and Engineering,7.0,78.41,74.47,95,41.0,Excellent,No,0,3,0,0
Student_1214,REG20261214,Civil Engineering,7.1,65.05,95.67,63,83.0,Good,No,1,2,1,0
Student_1215,REG20261215,Mechanical Engineering,5.51,82.42,84.1,48,75.0,Average,Yes,1,1,1,0
Student_1216,REG20261216,Computer Science and Engineering,6.79,90.26,67.97,70,88.0,Good,No,1,1,0,0
Student_1217,REG20261217,Computer Science and Engineering,8.28,56.79,63.1,94,61.0,Good,No,1,1,1,0
Student_1218,REG20261218,Mechanical Engineering,9.69,76.42,68.06,100,42.0,Excellent,Yes,0,2,0,1
Student_1219,REG20261219,Mechanical Engineering,9.14,84.64,59.0,80,66.0,Average,No,0,3,0,1
Student_1220,REG20261220,Information Technology,5.6,65.85,61.19,49,98.0,Excellent,No,1,2,0,0
Student_1221,REG20261221,Other,9.36,68.23,59.5,99,44.0,Good,No,0,0,0,1
Student_1222,REG20261222,Computer Science and Engineering,8.87,81.39,73.19,41,47.0,Excellent,No,0,2,1,0
Student_1223,REG20261223,Electronics and Communication Engineering,8.86,93.61,89.21,77,97.0,Excellent,No,0,1,0,1
Student_1224,REG20261224,Artificial Intelligence and Data Science,7.47,89.83,61.08,54,69.0,Average,No,0,0,3,0
Student_1225,REG20261225,Electronics and Communication Engineering,7.21,80.07,60.6,42,95.0,Average,No,0,1,0,0
Student_1226,REG20261226,Electrical and Electronics Engineering,6.8,86.4,82.67,82,88.0,Average,No,2,0,0,1
Student_1227,REG20261227,Information Technology,5.78,70.69,63.48,70,42.0,Average,No,2,3,0,0
Student_1228,REG20261228,Information Technology,6.48,82.56,59.2,45,,Good,No,0,1,0,0
Student_1229,REG20261229,Other,6.56,75.05,62.17,42,75.0,Good,No,0,1,1,0
Student_1230,REG20261230,Electronics and Communication Engineering,7.58,63.17,94.72,95,64.0,Excellent,Yes,1,4,1,1
Student_1231,REG20261231,Artificial Intelligence and Data Science,8.71,85.17,90.32,50,55.0,Good,Yes,0,1,1,0
Student_1232,REG20261232,Computer Science and Engineering,7.54,78.93,70.22,54,45.0,Poor,Yes,0,0,1,0
Student_1233,REG20261233,Computer Science and Engineering,5.75,70.42,83.2,84,36.0,Average,Yes,0,1,0,0
Student_1234,REG20261234,Computer Science and Engineering,9.62,94.19,78.1,91,84.0,Poor,No,0,0,0,1
Student_1235,REG20261235,Mechanical Engineering,9.55,55.9,84.12,67,75.0,Average,No,2,0,0,1
Student_1236,REG20261236,Information Technology,8.88,68.58,84.35,49,100.0,Good,No,2,0,0,1
Student_1237,REG20261237,Artificial Intelligence and Data Science,9.76,57.45,82.04,77,37.0,Poor,No,0,2,0,0
Student_1238,REG20261238,Electronics and Communication Engineering,7.84,87.96,66.44,86,85.0,Average,No,0,0,0,0
Student_1239,REG20261239,Other,9.64,85.19,56.68,96,59.0,Average,No,0,1,0,1
Student_1240,REG20261240,Computer Science and Engineering,5.83,69.25,74.59,89,64.0,Good,No,0,3,0,0
Student_1241,REG20261241,Artificial Intelligence and Data Science,7.07,84.05,93.31,89,45.0,Good,No,5,1,1,0
Student_1242,REG20261242,Civil Engineering,6.47,72.03,79.49,46,51.0,Good,No,1,3,0,0
Student_1243,REG20261243,Civil Engineering,6.34,87.52,90.79,54,60.0,Average,No,1,1,0,0
Student_1244,REG20261244,Artificial Intelligence and Data Science,6.11,74.53,97.64,57,57.0,Excellent,Yes,2,1,0,1
Student_1245,REG20261245,Civil Engineering,8.18,72.73,62.04,57,90.0,Average,No,2,2,1,0
Student_1246,REG20261246,Electrical and Electronics Engineering,8.86,95.19,84.75,91,86.0,Good,No,2,0,3,0
Student_1247,REG20261247,Computer Science and Engineering,7.99,65.79,83.99,80,82.0,Good,Yes,0,0,0,1
Student_1248,REG20261248,Computer Science and Engineering,6.13,60.18,97.14,63,54.0,Good,No,0,2,0,0
Student_1249,REG20261249,Artificial Intelligence and Data Science,8.99,80.14,97.38,41,36.0,Excellent,,1,1,2,0
Student_1250,REG20261250,Electrical and Electronics Engineering,8.23,96.68,84.53,79,65.0,Average,Yes,0,2,0,1
Student_1251,REG20261251,Civil Engineering,,71.25,65.48,59,61.0,Good,No,4,3,1,0
Student_1252,REG20261252,Electronics and Communication Engineering,8.4,57.67,89.34,73,36.0,Poor,No,1,1,1,0
Student_1253,REG20261253,Computer Science and Engineering,6.62,69.59,59.6,82,38.0,Good,No,3,2,0,0
Student_1254,REG20261254,Computer Science and Engineering,6.98,76.76,88.57,65,47.0,Average,No,0,1,0,0
Student_1255,REG20261255,Mechanical Engineering,9.45,61.96,94.14,46,69.0,Average,No,2,4,0,1
Student_1256,REG20261256,Electronics and Communication Engineering,6.75,83.3,71.46,77,100.0,,No,0,3,0,0
Student_1257,REG20261257,Computer Science and Engineering,7.52,97.9,82.12,69,40.0,Good,No,4,3,1,0
Student_1258,REG20261258,Electronics and Communication Engineering,9.33,74.42,73.5,81,65.0,Poor,No,0,1,2,0
Student_1259,REG20261259,Computer Science and Engineering,8.54,70.25,73.82,44,44.0,Good,Yes,1,2,1,0
Student_1260,REG20261260,Electrical and Electronics Engineering,5.77,72.23,68.35,50,55.0,Good,No,2,1,0,0
Student_1261,REG20261261,Information Technology,6.13,59.95,87.77,40,57.0,Average,No,1,1,0,0
Student_1262,REG20261262,Civil Engineering,5.53,92.98,95.26,73,37.0,Good,No,1,3,0,0
Student_1263,REG20261263,Information Technology,8.21,72.84,95.45,95,66.0,Good,No,4,0,0,1
Student_1264,REG20261264,Electronics and Communication Engineering,7.42,71.65,62.52,40,54.0,Good,No,1,4,0,0
Student_1265,REG20261265,Computer Science and Engineering,6.08,83.37,92.61,58,63.0,Average,No,1,0,0,0
Student_1266,REG20261266,Computer Science and Engineering,9.62,74.01,86.71,41,86.0,Average,No,0,2,0,1
Student_1267,REG20261267,Information Technology,7.78,82.87,65.87,60,80.0,Good,Yes,2,1,3,0
Student_1268,REG20261268,Electronics and Communication Engineering,6.54,57.64,57.89,59,68.0,,No,1,1,0,0
Student_1269,REG20261269,Electrical and Electronics Engineering,7.65,89.99,66.52,100,95.0,Good,No,1,1,1,0
Student_1270,REG20261270,Information Technology,8.42,95.44,94.22,62,45.0,Poor,No,0,2,0,0
Student_1271,REG20261271,Mechanical Engineering,5.83,82.9,82.23,60,97.0,Good,No,1,1,0,0
Student_1272,REG20261272,Artificial Intelligence and Data Science,6.68,96.05,86.01,63,55.0,Excellent,Yes,0,2,1,0
Student_1273,REG20261273,Civil Engineering,8.97,61.51,66.06,43,37.0,Poor,No,0,0,1,0
Student_1274,REG20261274,Computer Science and Engineering,7.48,75.53,85.93,51,44.0,Excellent,No,1,0,0,0
Student_1275,REG20261275,Electronics and Communication Engineering,7.85,80.88,56.21,61,61.0,Excellent,Yes,0,0,0,0
Student_1276,REG20261276,Computer Science and Engineering,7.36,80.01,71.14,59,46.0,Poor,Yes,0,1,0,0
Student_1277,REG20261277,Computer Science and Engineering,5.69,72.26,81.95,57,41.0,Excellent,Yes,1,2,0,0
Student_1278,REG20261278,Other,6.21,69.54,61.28,40,51.0,Average,No,0,3,2,0
Student_1279,REG20261279,Computer Science and Engineering,7.42,60.45,90.39,69,99.0,Good,No,0,1,0,1
Student_1280,REG20261280,Electronics and Communication Engineering,6.4,71.84,65.11,72,98.0,Average,No,0,2,0,1
Student_1281,REG20261281,Electrical and Electronics Engineering,5.71,61.99,83.05,63,60.0,Average,No,1,2,2,0
Student_1282,REG20261282,Mechanical Engineering,9.13,86.58,72.42,53,49.0,Good,No,1,1,0,0
Student_1283,REG20261283,Electrical and Electronics Engineering,9.72,63.98,80.63,75,67.0,Good,Yes,1,1,0,1
Student_1284,REG20261284,Computer Science and Engineering,8.91,57.52,59.62,44,96.0,Poor,No,0,1,0,0
Student_1285,REG20261285,Information Technology,9.17,78.75,55.73,50,81.0,Good,No,0,0,0,0
Student_1286,REG20261286,Electronics and Communication Engineering,6.54,80.59,94.11,63,69.0,Average,No,0,0,0,0
Student_1287,REG20261287,Computer Science and Engineering,9.63,92.49,66.59,99,99.0,Average,No,1,0,0,1
Student_1288,REG20261288,Information Technology,6.35,79.81,90.25,70,59.0,Average,No,3,2,0,0
Student_1289,REG20261289,Computer Science and Engineering,9.59,69.86,97.97,94,91.0,Good,No,0,0,1,1
Student_1290,REG20261290,Computer Science and Engineering,9.78,89.53,64.09,52,66.0,Average,No,0,0,1,0
Student_1291,REG20261291,Information Technology,8.56,78.23,66.4,55,97.0,Average,No,0,1,0,1
Student_1292,REG20261292,Computer Science and Engineering,9.72,58.41,83.5,63,46.0,Average,Yes,1,0,0,1
Student_1293,REG20261293,Electrical and Electronics Engineering,7.95,79.33,96.51,52,97.0,Poor,No,1,0,0,1
Student_1294,REG20261294,Mechanical Engineering,6.62,94.04,94.38,63,35.0,Good,No,1,3,0,0
